MetaItr,TestItr,AverageReturnLastTest,0AverageReturn,0NumTrajs,0StdReturn,0MaxReturn,0MinReturn,stage0_task0last_goal_dist,stage0_task1last_goal_dist,stage0_task2last_goal_dist,1AverageReturn,1NumTrajs,1StdReturn,1MaxReturn,1MinReturn,stage1_task0last_goal_dist,stage1_task1last_goal_dist,stage1_task2last_goal_dist,ILLoss,Time,ItrTime
45,1,552.2793385496191,457.12924915599444,30,32.41518113333573,519.2011148344023,402.4151238880657,1.3657903957633888,1.1667988108861933,1.360382120026672,552.2793385496191,30,15.110496683953905,574.7416216714496,527.9770274346121,0.3658025744447194,0.7790125181285777,0.7721245274344599,nan,1817.0545439720154,9.543637037277222
45,0,552.2793385496191,456.6578969358588,30,21.646669022226362,496.2993888566152,415.3873432287734,1.35092954249495,1.2962691209567763,1.400574136800491,549.4342530646903,60,29.81410899954589,619.6496334479974,482.34609485501346,nan,nan,nan,0.19217576,1848.0021016597748,30.936641216278076
46,1,543.2532418815098,458.5612887411565,30,32.972329103679165,527.383929244028,400.12505254058516,1.3383420860817041,1.3124853626059192,1.2089419101050163,543.2532418815098,30,16.043228216642934,564.4139836071081,517.9417179513252,0.5747790668117292,0.7727227737493838,0.515651681483503,nan,1857.1450824737549,9.132554292678833
46,0,543.2532418815098,472.38833870751904,30,25.898852450068276,522.8336375843242,422.93842553219014,1.0851962133814987,1.1332786097015448,1.2506230100498479,549.4342530646903,60,29.81410899954589,619.6496334479974,482.34609485501346,nan,nan,nan,0.1872042,1888.3039400577545,31.153536796569824
47,1,562.6322932755642,461.1131505145975,30,28.274419073357397,523.170609150729,405.43987365601424,1.4107066678796432,1.1651268875314509,1.3580401435808143,562.6322932755642,30,25.61498668483274,595.5726102003842,526.8414620192909,0.27001894017464884,0.7817260777200649,0.16408623814384107,nan,1897.7773418426514,9.467043399810791
47,0,562.6322932755642,460.8661657357287,30,41.42292511123498,540.5052190842813,392.2742506530496,1.3399666180173389,1.1940973086565128,1.305586211558776,549.4342530646903,60,29.81410899954589,619.6496334479974,482.34609485501346,nan,nan,nan,0.18238771,1928.5907900333405,30.808369159698486
48,1,546.9661384764789,455.26538086981935,30,27.49064396114693,504.315186395473,406.3484145581492,1.438539159474331,1.4003150171332062,1.2788679431235368,546.9661384764789,30,24.447007007068496,585.8711820590413,523.2935963533942,0.7142261992088356,0.38479035105175663,0.5039758738263973,nan,1937.8354940414429,9.235981702804565
48,0,546.9661384764789,468.8188620178527,30,26.60163069324882,525.9189859529472,415.3408639636626,1.1969628952979816,1.263579636364681,1.2375864129867176,549.4342530646903,60,29.81410899954589,619.6496334479974,482.34609485501346,nan,nan,nan,0.17835629,1968.6326534748077,30.79209876060486
49,1,556.9700779049888,457.9952609369026,30,30.643731395475214,511.74949271589117,400.3088784040149,1.3060550826742434,1.2454480352679003,1.355800520653293,556.9700779049888,30,23.05592214815101,595.4258567563242,538.8993745579406,0.7785200940785815,0.620197253034727,0.24722335045039684,nan,1978.058037519455,9.41863465309143
49,0,556.9700779049888,461.6673713223224,30,31.612714719049276,548.5880713164867,372.3952810104905,1.2182974434637468,1.2177826190305014,1.183561408759092,549.4342530646903,60,29.81410899954589,619.6496334479974,482.34609485501346,nan,nan,nan,0.1742075,2009.0424544811249,30.978545665740967
